"","drivers","Response","Estimate","Est.Error","Q0.5","Q99.5","Q2.5","Q97.5","Q5","Q95","Q10","Q90"
"158","sppt_Est","alien_abund",0.00239574622882212,0.0036004749572088,-0.0067550885712233,0.0113351431633195,-0.00471263935312996,0.00936877432783631,-0.00365217914552948,0.00835568349871363,-0.00219777539221895,0.00703882877440419
"159","stmax_Est","alien_abund",-0.00649154499275385,0.00297332007765582,-0.0142366009991518,0.00133171734773503,-0.0123781520902504,-0.000593508580462044,-0.0113629367811962,-0.00155354827095973,-0.0102208645398197,-0.00270143012424401
"160","sppt_mm_12moPrior","alien_abund",-0.00478250096477542,0.00803801983625048,-0.0255758161564748,0.0158402601013189,-0.0206013098948699,0.0112431579296754,-0.0180344675793048,0.00844222584780792,-0.0150539575629728,0.00547832518996759
"161","stmax_C_12moPrior","alien_abund",-0.00758165132061598,0.0129994753901523,-0.0426412818726319,0.0254776491564697,-0.0336605495154385,0.0176559149680383,-0.029361271609203,0.013850846227219,-0.0241383535066897,0.00883895765388547
"162","sstrahler_streamOrder","alien_abund",0.00656352830009289,0.00303049210482525,-0.00103507143104729,0.0142301122842843,0.00067045029274782,0.0126516446979616,0.00159806713781883,0.0116333957559888,0.00271395348600133,0.0104880647787162
"163","saccumulation_atPoint","alien_abund",0.00376757246925861,0.00216734065346032,-0.00175296572290981,0.00936810923169123,-0.000457468689611938,0.00805461281244567,0.000198681522926788,0.00732474967405533,0.000991576479803449,0.00654627331952257
"164","selevation_atPoint","alien_abund",0.00695690025336997,0.00624084686981221,-0.00958997246504431,0.0235795164161199,-0.00561436490491468,0.0188832574675272,-0.0034361411502409,0.0170749677947844,-0.000906262437550449,0.0149588284758357
"165","sslope_mean","alien_abund",-0.0103432104033985,0.00478899390107334,-0.023021536746539,0.00215823189663607,-0.0196780996234518,-0.000958802092688417,-0.0181220258546449,-0.00249546285452003,-0.0164768923130013,-0.00413455094409676
"166","surban_meanPerc_upstr","alien_abund",0.0048874444619734,0.00292585146277306,-0.0027174134250375,0.0125353802078437,-0.000875750159767209,0.0106243051662165,0.000115952651920149,0.0096812840618277,0.00114528763776055,0.00862099987841794
"167","scrop_meanPerc_upstr","alien_abund",0.00358178072037027,0.00462806071772532,-0.00873324100761253,0.0153304114741475,-0.00557842110050137,0.0127307925504331,-0.00408634754859557,0.0113128964350356,-0.00223900768872691,0.00961648425364834
"168","sdam_impact_score_lessthan100km","alien_abund",0.00371366632323739,0.00304435301522353,-0.00426196586204551,0.0115743341145804,-0.00227403239041687,0.00968868115057244,-0.00133920955906197,0.00872354325100574,-0.000187501035839791,0.00758086373845648
"169","Intercept","native_SppRich",0.223649890355428,0.133359874319626,-0.133370678293994,0.593807360167821,-0.034207276077952,0.487928431452211,0.0107285624835818,0.445594422852203,0.0558221244403619,0.392535033718793
